date,open,high,low,close,volume
2018-06-21,609.8,609.8,600.5,601.65,185186743
2018-06-22,605.7,617.4,595.3,614.0,119978457
2018-06-25,618.0,622.1,608.2,610.7,93077318
2018-06-26,610.7,610.7,597.3,599.3,64135155
2018-06-27,602.0,606.95,593.4,602.0,76616188
2018-06-28,603.0,609.8,596.1,600.7,63570328
2018-06-29,601.0,618.1,599.95,614.95,71910448
2018-07-02,619.4,620.0,610.65,615.75,71789524
2018-07-03,617.0,643.95,608.6,640.35,187501067
2018-07-04,645.0,649.25,625.3,629.25,165317710
2018-07-05,630.0,636.5,623.0,626.7,70451653
2018-07-06,629.9,630.65,610.15,613.45,95329646
2018-07-09,614.35,624.9,614.35,622.6,44971074
2018-07-10,623.55,631.95,620.1,630.6,40789047
2018-07-11,620.0,630.0,620.0,624.7,33646556
2018-07-12,630.0,636.2,623.3,632.2,58671338
2018-07-13,632.2,634.05,624.65,626.45,34005143
2018-07-16,627.95,635.05,612.3,621.4,68235408
2018-07-17,621.4,639.15,620.45,637.55,196508773
2018-07-18,639.5,644.15,625.3,627.15,65243476
2018-07-19,626.5,632.15,606.35,611.05,57266960
2018-07-20,614.0,628.75,603.0,625.7,62700229
2018-07-23,627.9,637.7,617.5,633.5,57060275
2018-07-24,634.0,634.0,625.1,627.3,28225878
2018-07-25,628.0,630.55,614.5,623.55,46956508
2018-07-26,621.8,630.75,618.1,627.05,420104337
2018-07-27,628.0,640.05,625.9,634.1,65179156
2018-07-30,630.55,636.3,627.95,632.5,33106951
2018-07-31,631.0,645.8,628.25,639.75,96938114
2018-08-01,641.0,641.0,634.6,638.35,38213099
2018-08-02,639.95,650.75,633.4,638.15,442860851
2018-08-03,642.0,647.5,639.05,640.55,238441349
2018-08-06,643.0,648.6,635.2,637.1,169536914
2018-08-07,639.5,639.5,627.3,628.7,92017924
2018-08-08,630.15,645.0,623.8,633.4,210198730
2018-08-09,649.0,661.9,616.0,619.25,410182302
2018-08-10,621.0,628.7,614.25,620.9,78845785
2018-08-13,621.0,630.9,620.65,626.65,67019619
2018-08-14,626.0,644.95,626.0,641.95,92005444
2018-08-16,643.0,659.1,634.5,647.4,137914305
2018-08-17,651.8,655.0,645.0,648.15,73153527
2018-08-20,648.15,653.0,641.6,643.7,57066231
2018-08-21,646.0,654.8,644.0,650.65,109296763
2018-08-23,654.4,664.0,652.7,657.1,97452374
2018-08-24,657.1,657.15,644.6,650.95,88426245
2018-08-27,653.0,662.1,648.05,659.4,73226858
2018-08-28,660.3,677.5,645.75,648.95,219000752
2018-08-29,650.0,653.9,640.25,643.6,96282373
2018-08-30,660.0,660.0,641.3,648.65,90186583
2018-08-31,650.0,663.75,650.0,660.05,106096680
2018-09-03,665.0,671.4,645.1,648.9,172245058
2018-09-04,650.0,654.05,639.3,642.8,104121279
2018-09-05,644.9,651.35,638.0,645.95,84787405
2018-09-06,648.5,663.5,647.55,660.85,91691349
2018-09-07,669.0,669.25,656.5,663.9,158398863
2018-09-10,663.9,677.7,663.9,667.4,188426171
2018-09-11,673.25,675.0,652.0,655.45,114139196
2018-09-12,654.9,662.0,643.5,657.8,130316192
2018-09-14,664.0,669.8,660.65,666.25,93087339
2018-09-17,668.0,671.9,660.3,663.0,90913722
2018-09-18,665.95,672.0,659.25,662.25,64202958
2018-09-19,665.0,678.0,646.25,659.45,206171198
2018-09-21,665.1,670.15,639.45,660.6,130004475
2018-09-24,664.0,667.8,640.35,646.1,78067683
2018-09-25,646.0,664.3,645.0,660.2,79001067
2018-09-26,665.65,673.7,660.0,671.0,75581506
2018-09-27,675.0,677.45,656.5,659.45,88714881
2018-09-28,662.95,662.95,648.5,653.3,73446814
2018-10-01,655.0,660.0,643.85,654.3,50782670
2018-10-03,654.3,663.45,652.0,653.65,38801821
2018-10-04,654.0,654.8,632.7,637.8,66093171
2018-10-05,637.0,648.0,631.0,634.55,764928103
2018-10-08,636.0,642.0,629.1,638.35,37979004
2018-10-09,639.0,642.5,626.1,639.4,55616915
2018-10-10,638.8,650.25,635.0,637.85,61178616
2018-10-11,632.9,633.2,615.1,617.75,31983054
2018-10-12,621.0,627.7,613.5,622.45,41869134
2018-10-15,622.55,647.5,619.35,646.0,72255836
2018-10-16,651.95,651.95,637.5,640.0,66875240
2018-10-17,644.0,646.25,637.35,640.15,158691512
2018-10-19,639.0,645.0,626.3,633.85,533357654
2018-10-22,635.1,640.4,627.55,629.2,166177601
2018-10-23,627.0,631.45,616.4,622.95,24154909
2018-10-24,625.0,632.9,615.8,620.9,28598410
2018-10-25,620.0,622.5,607.5,610.7,52519713
2018-10-26,608.55,611.0,598.65,603.45,32811036
2018-10-29,604.0,637.55,602.0,634.6,75002362
2018-10-30,639.3,639.3,608.5,610.3,80017065
2018-10-31,614.0,630.0,606.5,627.9,93651889
2018-11-01,630.0,631.0,614.2,616.1,43334967
2018-11-02,620.0,620.05,607.0,608.5,103715496
2018-11-05,609.7,616.6,558.1,563.9,447805010
2018-11-06,561.0,561.0,528.1,531.85,377376603
2018-11-07,535.0,538.9,531.15,533.35,35546232
2018-11-09,533.5,536.6,524.1,526.8,140438126
2018-11-12,528.65,541.8,528.65,531.9,138350127
2018-11-13,533.9,535.0,526.7,528.1,71179738
2018-11-14,529.25,531.75,517.5,520.1,83994788
2018-11-15,520.9,524.9,515.0,519.0,76315923
2018-11-16,522.0,533.75,522.0,530.9,143861740
2018-11-19,533.15,535.75,524.4,528.7,43122227
2018-11-20,528.8,529.35,519.45,521.3,53572962
2018-11-21,521.2,527.6,520.0,522.05,40127349
2018-11-22,522.05,524.5,512.15,517.8,49810836
2018-11-26,519.55,524.0,513.05,522.25,72629081
2018-11-27,525.0,527.0,513.8,517.9,49003425
2018-11-28,519.0,523.5,513.3,515.0,34070488
2018-11-29,518.1,526.75,515.05,524.55,48761000
2018-11-30,525.0,541.6,525.0,539.9,110930081
2018-12-03,540.7,545.25,535.0,536.1,36792442
2018-12-04,536.1,548.6,528.8,546.35,145078835
2018-12-05,547.0,547.0,527.35,529.15,50217536
2018-12-06,529.9,532.05,512.25,517.2,66944280
2018-12-07,520.0,530.4,512.65,515.1,91911509
2018-12-10,511.8,516.15,503.95,513.0,47939535
2018-12-11,504.85,523.6,504.75,519.75,61127030
2018-12-12,522.0,533.0,521.75,530.25,54084998
2018-12-13,532.5,533.05,520.0,527.75,51406626
2018-12-14,528.0,533.25,517.1,521.4,48324513
2018-12-17,522.0,529.0,521.55,524.6,22025751
2018-12-18,526.8,527.15,520.45,523.1,41615829
2018-12-19,523.75,528.55,523.0,524.85,24266196
2018-12-20,524.05,526.35,516.3,519.85,71764125
2018-12-21,521.0,523.95,515.15,516.8,36543864
2018-12-24,521.0,521.0,513.6,517.85,20668371
2018-12-26,518.3,518.3,507.75,513.9,157918853
2018-12-27,516.25,521.2,514.0,517.95,30726317
2018-12-28,519.0,525.0,518.2,522.0,41848881
2018-12-31,523.0,525.65,517.8,520.0,29160059
2019-01-01,521.0,523.75,518.9,523.0,26944308
2019-01-02,524.0,524.0,513.65,515.65,23387532
2019-01-03,513.2,520.0,511.9,512.9,30497365
2019-01-04,512.0,515.3,508.25,513.4,19739499
2019-01-07,515.0,517.6,511.0,513.65,19354414
2019-01-08,515.0,516.15,511.85,513.35,18354819
2019-01-09,516.0,516.85,507.9,510.8,44294201
2019-01-10,509.9,514.6,509.9,513.55,16600025
2019-01-11,512.45,519.15,509.5,511.05,34521301
2019-01-14,514.95,514.95,506.0,512.25,27130088
2019-01-15,513.1,516.2,509.8,514.75,47880501
2019-01-16,517.0,517.0,509.75,512.2,28993071
2019-01-17,516.8,516.8,506.55,509.75,26842678
2019-01-18,512.5,512.9,507.5,509.7,58894009
2019-01-21,514.0,514.0,509.45,510.8,69943170
2019-01-22,510.4,511.65,503.15,506.95,47491537
2019-01-23,508.5,512.1,507.0,509.6,18375326
2019-01-24,510.0,510.75,496.25,500.65,74094016
2019-01-25,503.9,510.0,501.85,506.9,67609611
2019-01-28,510.0,510.0,489.4,491.95,75524075
2019-01-29,490.0,508.45,483.75,504.45,49195294
2019-01-30,504.95,506.75,498.0,505.8,25044516
2019-01-31,505.8,519.55,504.8,516.25,34747344
2019-02-01,519.0,522.35,512.7,520.55,86651391
2019-02-04,522.0,522.0,506.65,508.7,29365235
2019-02-05,508.9,514.0,501.25,508.85,79082946
2019-02-06,510.0,543.0,504.4,527.95,181407131
2019-02-07,536.0,546.0,528.0,533.85,192742892
2019-02-08,537.95,543.6,531.3,535.05,73794683
2019-02-11,538.0,545.0,536.0,543.5,63500420
2019-02-12,540.0,545.1,535.85,542.2,36740728
2019-02-13,545.0,545.0,538.2,543.5,26329372
2019-02-14,545.0,555.05,538.35,542.8,88559248
2019-02-15,540.45,551.0,528.2,540.4,50778133
2019-02-18,541.35,544.3,532.5,541.35,29005499
2019-02-19,550.0,550.0,536.4,539.2,36819256
2019-02-20,539.2,542.5,538.9,541.05,13236451
2019-02-21,543.0,547.75,541.0,543.1,253020041
2019-02-22,541.05,545.0,539.1,541.75,21142466
2019-02-25,542.55,550.95,541.45,549.05,49819816
2019-02-26,548.95,553.3,538.4,550.35,119396707
2019-02-27,550.0,555.3,545.0,550.95,35503884
2019-02-28,552.0,557.95,545.7,554.85,31472679
2019-03-01,557.0,557.0,547.6,551.65,28048508
2019-03-05,552.0,552.0,546.75,548.55,40363911
2019-03-06,551.4,551.4,542.75,547.6,37191671
2019-03-07,552.8,552.8,539.0,540.85,46496101
2019-03-08,540.0,543.45,537.1,539.5,32904595
2019-03-11,538.05,541.4,535.5,539.85,31326522
2019-03-12,541.0,543.5,537.6,539.1,46176668
2019-03-13,541.0,542.05,531.05,533.1,45046161
2019-03-14,531.0,534.15,530.6,533.55,14385235
2019-03-15,533.0,535.1,528.4,531.75,31110769
2019-03-18,534.0,536.25,529.05,534.55,22975257
2019-03-19,538.95,538.95,530.5,533.0,26124456
2019-03-20,533.0,534.8,531.4,533.1,14384095
2019-03-22,535.0,539.0,524.0,526.85,1498475651
2019-03-25,526.0,528.4,516.65,526.85,722200638
2019-03-26,527.95,532.0,525.95,529.2,49109721
2019-03-27,535.0,535.0,522.3,525.15,42679893
2019-03-28,526.95,530.0,522.75,525.85,36869304
2019-03-29,529.0,531.5,524.35,529.3,52078526
2019-04-01,515.9,529.5,515.9,525.95,858338043
2019-04-02,530.0,530.0,521.05,525.75,89951471
2019-04-03,525.0,525.25,519.65,520.2,23269662
2019-04-04,519.0,523.25,517.7,522.1,166371579
2019-04-05,528.55,540.6,525.25,534.0,2330184521
2019-04-08,535.0,536.0,523.2,525.6,46804025
2019-04-09,526.9,533.5,525.6,531.6,73792774
2019-04-10,532.0,551.15,531.95,546.15,138070234
2019-04-11,546.1,554.4,542.25,544.35,68868583
2019-04-12,550.0,555.45,545.6,554.35,77896061
2019-04-15,553.0,569.0,551.95,566.1,57023103
2019-04-16,567.1,571.45,557.2,559.3,31632505
2019-04-18,568.0,568.0,553.8,562.0,44903804
2019-04-22,561.95,565.8,556.6,560.15,30326950
2019-04-23,566.5,575.65,560.3,562.05,60003195
2019-04-24,562.0,565.7,553.85,559.8,40147651
2019-04-25,558.0,563.95,551.25,555.25,19267567
2019-04-26,560.0,572.65,557.55,568.45,101229500
2019-04-30,568.55,570.6,558.8,564.25,24069982
2019-05-02,561.1,568.7,557.0,564.85,43836892
2019-05-03,564.95,572.45,561.65,564.4,45798044
2019-05-06,563.0,564.9,557.05,563.6,26221159
2019-05-07,563.5,565.1,556.0,558.9,14876128
2019-05-08,556.3,561.0,548.95,557.95,28971553
2019-05-09,558.05,560.2,549.1,557.3,91100656
2019-05-10,558.5,562.55,551.1,554.3,89253920
2019-05-13,555.0,556.6,530.3,544.3,48514441
2019-05-14,546.8,560.4,541.95,556.15,54327081
2019-05-15,556.15,561.45,551.6,555.4,51953815
2019-05-16,554.8,555.45,541.8,550.55,30317348
2019-05-17,549.15,551.9,540.75,543.95,24303081
2019-05-20,552.0,567.45,550.25,565.6,67008481
2019-05-21,565.0,580.3,553.45,558.75,152787281
2019-05-22,560.5,573.9,551.5,554.05,261054767
2019-05-23,564.0,568.05,544.0,563.45,116904042
2019-05-24,566.0,572.25,559.95,570.35,49097175
2019-05-27,571.0,585.5,567.95,578.35,72835670
2019-05-28,582.0,583.85,571.8,577.8,29758309
2019-05-29,575.0,582.2,560.45,563.1,345795482
2019-05-30,562.9,564.65,555.2,563.3,33171627
2019-05-31,562.8,568.7,551.25,559.1,47357324
2019-06-03,555.1,569.9,552.85,568.3,21874709
2019-06-04,568.0,574.3,562.0,563.25,21662796
2019-06-06,564.55,568.2,558.5,560.9,30882873
2019-06-07,562.0,562.0,543.15,549.6,65330243
2019-06-10,565.0,565.0,550.0,553.7,47365621
2019-06-11,555.0,566.2,551.0,560.1,34190732
2019-06-12,560.7,566.0,556.2,561.05,29995658
2019-06-13,561.05,566.0,559.7,562.8,36174372
2019-06-14,562.8,563.9,555.25,555.9,14489255
2019-06-17,558.7,558.7,543.4,544.8,29108689
2019-06-18,542.55,555.45,542.55,547.4,43912197
2019-06-19,549.95,552.0,532.3,533.5,21375012
2019-06-20,534.0,552.5,529.0,551.35,48529106
2019-06-21,552.9,553.5,545.65,551.75,15855318
2019-06-24,554.8,554.8,545.85,549.75,9507089
2019-06-25,548.0,554.6,547.05,550.45,10429849
2019-06-26,551.0,558.45,548.95,555.95,28213014
2019-06-27,557.7,563.6,550.55,552.0,20349125
2019-06-28,553.0,556.55,546.5,552.45,14320979
2019-07-01,554.9,559.35,553.5,555.9,18479270
2019-07-02,556.75,558.1,551.7,555.15,12362267
2019-07-03,555.2,555.8,549.3,553.05,23408134
2019-07-04,555.0,555.1,550.65,551.45,6840512
2019-07-05,551.45,553.15,549.5,549.95,18493344
2019-07-08,550.0,550.0,534.9,538.75,24276548
2019-07-09,538.0,552.05,538.0,548.45,20384492
2019-07-10,548.85,550.95,542.15,544.65,10729319
2019-07-11,547.9,553.75,547.2,552.3,9888365
2019-07-12,554.0,566.05,547.95,556.65,34044735
2019-07-15,562.7,562.7,549.05,550.75,15389466
2019-07-16,547.25,558.55,547.25,553.6,80293754
2019-07-17,555.9,558.2,548.4,557.4,27863114
2019-07-18,560.0,560.05,545.8,547.05,23526108
2019-07-19,548.0,551.95,535.7,536.85,18469768
2019-07-22,532.9,540.0,525.85,530.6,24361710
2019-07-23,534.95,534.95,521.2,528.8,36417311
2019-07-24,527.4,527.4,517.0,518.75,34984091
2019-07-25,519.8,538.7,519.4,536.2,68210307
2019-07-26,535.0,539.6,528.5,532.45,22653594
2019-07-29,533.9,534.55,520.45,522.05,15204957
2019-07-30,522.0,533.15,517.75,520.15,39021424
2019-07-31,518.1,522.05,506.4,520.95,32801770
2019-08-01,516.5,519.3,510.0,512.25,21741595
2019-08-02,510.25,519.5,509.0,515.7,28146184
2019-08-05,512.0,520.9,512.0,518.9,18081472
2019-08-06,519.0,526.5,497.1,500.2,64505347
2019-08-07,501.0,525.05,501.0,519.0,95618352
2019-08-08,509.0,509.55,494.25,503.3,83658490
2019-08-09,505.9,511.5,481.45,485.2,509919402
2019-08-13,486.9,490.2,472.95,475.4,55880537
2019-08-14,476.0,482.75,465.5,478.5,43541155
2019-08-16,478.75,483.05,474.7,476.25,16368318
2019-08-19,477.9,485.45,475.0,475.9,20450063
2019-08-20,478.4,481.25,470.9,478.8,20435924
2019-08-21,478.8,478.9,467.0,468.05,15696382
2019-08-22,470.0,470.0,460.65,463.1,24703603
2019-08-23,465.0,466.9,449.5,465.9,27089512
2019-08-26,466.0,470.0,455.25,465.1,134461533
2019-08-27,463.1,469.35,459.0,465.2,18923389
2019-08-28,468.9,476.1,460.4,464.0,45854441
2019-08-29,464.0,468.25,456.9,464.45,29552616
2019-08-30,465.95,475.0,461.7,472.55,24101068
2019-09-03,470.0,471.0,461.25,469.35,20573075
2019-09-04,469.0,474.9,467.8,471.15,19452146
2019-09-05,471.0,479.4,470.75,478.35,16824143
2019-09-06,475.25,482.55,473.75,475.0,19260010
2019-09-09,475.0,478.7,472.45,474.9,24779915
2019-09-11,473.9,477.9,468.5,471.45,18447855
2019-09-12,474.1,474.1,464.7,468.1,18999069
2019-09-13,471.8,471.8,464.6,468.65,17102467
2019-09-16,472.0,472.0,464.4,470.45,27453021
2019-09-17,472.0,472.0,457.2,460.4,27038828
2019-09-18,461.0,461.95,454.9,458.95,18652159
2019-09-19,460.15,461.6,450.0,451.35,18276411
2019-09-20,455.0,464.85,445.85,463.4,33182409
2019-09-23,470.0,472.15,445.0,448.9,52802703
2019-09-24,451.7,455.2,446.45,449.8,36857835
2019-09-25,450.05,450.05,432.0,434.45,67196923
2019-09-26,440.0,440.85,430.5,438.95,53984907
2019-09-27,440.0,445.95,436.1,439.45,42209305
2019-09-30,432.0,432.4,418.0,425.05,72654012
2019-10-01,425.1,425.2,403.2,412.45,42910713
2019-10-03,410.0,420.85,406.25,418.1,109857276
2019-10-04,421.8,431.05,416.65,418.35,63018296
2019-10-07,422.65,422.65,405.65,408.55,32588983
2019-10-09,408.55,427.25,408.0,423.5,38345510
2019-10-10,423.45,427.3,418.8,422.25,29248786
2019-10-11,425.0,443.05,389.55,441.55,385162332
2019-10-14,441.0,446.5,433.45,440.85,64034161
2019-10-15,444.0,448.7,436.0,446.85,46713221
2019-10-16,446.85,447.6,439.0,446.55,34277545
2019-10-17,447.0,447.5,439.5,446.3,64154873
2019-10-18,448.15,450.8,440.1,443.8,55362771
2019-10-22,444.0,457.5,440.55,453.75,39850277
2019-10-23,459.0,459.0,447.9,454.95,18854695
2019-10-24,457.0,457.0,444.0,446.8,21017688
2019-10-25,446.85,461.25,442.3,459.7,29637131
2019-10-27,460.0,463.35,460.0,461.3,3542942
2019-10-29,464.95,478.45,462.4,473.25,52080826
2019-10-30,480.0,480.0,462.4,464.2,32576429
2019-10-31,466.85,471.5,460.55,467.15,23244104
2019-11-01,466.0,474.0,463.85,469.05,28637870
2019-11-04,469.0,478.45,466.8,467.85,32668185
2019-11-05,468.0,475.3,465.5,467.6,26045512
2019-11-06,470.9,487.75,464.55,480.5,400618600
2019-11-07,481.05,487.2,470.25,471.7,68910582
2019-11-08,471.0,471.05,461.65,462.9,43394672
2019-11-11,459.0,459.0,452.0,454.5,21784335
2019-11-13,453.0,455.0,446.25,448.25,20765211
2019-11-14,445.0,458.0,444.0,451.5,1667559219
2019-11-15,447.0,467.85,435.6,463.1,1887381764
2019-11-18,463.0,471.9,457.5,459.75,61494746
2019-11-19,461.0,477.5,461.0,471.75,64031299
2019-11-20,474.7,484.05,468.85,482.65,71129105
2019-11-21,484.7,492.0,476.8,485.5,67737021
2019-11-22,485.1,486.0,472.8,478.55,68454468
2019-11-25,478.0,485.4,476.05,483.35,32839913
2019-11-26,484.0,490.0,476.65,478.3,28391123
2019-11-27,474.8,474.8,464.9,467.75,53409025
2019-11-28,474.0,476.35,464.45,468.15,48500921
2019-11-29,466.0,473.2,465.65,466.6,14137684
2019-12-02,469.95,470.0,455.45,464.35,36775718
2019-12-03,464.5,466.0,460.5,464.7,20247493
2019-12-04,468.0,471.5,462.0,469.9,21379654
2019-12-05,471.0,471.0,460.7,462.0,16884089
2019-12-06,465.0,466.8,454.0,455.6,14302468
2019-12-09,455.65,457.5,444.55,447.75,172248872
2019-12-10,450.2,455.0,449.65,453.0,54672800
2019-12-11,452.85,452.9,446.85,449.7,21225301
2019-12-12,454.0,463.05,452.55,460.6,55541503
2019-12-13,462.0,464.8,456.55,461.35,21968141
2019-12-16,463.1,464.35,457.25,458.6,12903036
2019-12-17,463.7,466.0,460.55,463.85,28917808
2019-12-18,464.0,469.0,462.0,467.75,18671724
2019-12-19,467.8,471.25,464.85,467.65,18890311
2019-12-20,469.7,474.4,463.8,465.65,44477478
2019-12-23,468.7,468.9,464.6,467.75,10352646
2019-12-24,467.0,479.85,465.95,478.6,81042219
2019-12-26,479.5,482.85,472.75,474.15,37421707
2019-12-27,472.35,483.35,472.35,481.4,33161161
2019-12-30,481.0,487.0,478.55,479.8,20769199
2019-12-31,480.5,484.0,477.05,478.45,19625213
2020-01-01,478.6,479.25,474.9,476.05,18745244
2020-01-02,478.2,478.95,472.3,473.7,22637933
2020-01-03,475.0,475.4,467.4,470.25,58036235
2020-01-06,467.0,469.95,461.4,466.75,26277244
2020-01-07,466.0,470.0,463.85,468.75,28758709
2020-01-08,465.8,469.85,463.4,464.55,74850709
2020-01-09,468.7,473.2,468.2,470.0,23683858
2020-01-10,470.95,477.0,470.25,473.15,20808769
2020-01-13,476.0,482.1,475.0,477.45,15036191
2020-01-14,481.85,485.45,479.8,484.4,18679602
2020-01-15,485.0,485.8,480.0,483.7,12697801
2020-01-16,484.0,487.25,478.8,479.95,16088671
2020-01-17,480.0,482.9,476.8,480.25,10513213
2020-01-20,483.4,483.4,476.9,480.15,49914523
2020-01-21,477.1,478.95,472.15,473.25,11131382
2020-01-22,473.05,480.0,470.3,471.75,12973446
2020-01-23,462.2,475.5,460.0,464.8,54044207
2020-01-24,465.8,467.8,456.6,458.1,45573292
2020-01-27,458.0,466.75,454.9,464.65,47131661
2020-01-28,466.0,467.45,459.45,464.65,24606036
2020-01-29,466.2,467.3,460.3,461.35,15146205
2020-01-30,462.1,462.1,446.55,451.5,32124706
2020-01-31,462.95,462.95,442.4,446.9,48453960
2020-02-01,446.9,451.9,438.0,442.8,27007039
2020-02-03,446.0,450.3,439.7,444.4,10888746
2020-02-04,445.55,452.4,444.45,448.6,21810124
2020-02-05,450.0,458.5,437.5,446.8,61346119
2020-02-06,460.0,462.85,435.6,439.7,66930173
2020-02-07,438.5,445.5,437.65,443.15,30651000
2020-02-10,445.0,450.8,442.15,444.85,85372837
2020-02-11,446.25,451.95,443.5,450.65,59743907
2020-02-12,452.0,454.7,445.15,446.75,23414901
2020-02-13,444.0,448.55,440.7,443.55,45987645
2020-02-14,444.05,448.55,441.55,446.95,56622357
2020-02-17,446.95,446.95,430.25,431.7,90651477
2020-02-18,434.55,437.5,428.5,435.65,78089194
2020-02-19,437.85,448.8,437.85,447.45,32992351
2020-02-20,447.55,448.5,434.3,435.55,95082193
2020-02-24,436.85,436.85,426.5,430.3,20927583
2020-02-25,430.0,432.1,420.0,425.35,54027782
2020-02-26,402.2,424.85,401.0,422.45,61673648
2020-02-27,414.7,422.35,409.2,421.45,101493554
2020-02-28,417.8,417.8,398.0,401.45,33784801
2020-03-02,405.0,410.85,394.45,403.7,48721687
2020-03-03,403.5,428.25,403.5,425.7,53661808
2020-03-04,427.0,449.45,420.15,447.7,91870318
2020-03-05,449.5,471.0,438.15,440.45,141335573
2020-03-06,435.0,438.0,423.25,433.95,44288524
2020-03-09,428.0,432.15,424.0,425.55,27282029
2020-03-11,430.0,430.0,410.5,417.55,34203149
2020-03-12,423.0,423.0,391.0,394.85,85687228
2020-03-13,391.0,434.3,356.75,425.2,169656989
2020-03-16,418.0,423.7,392.6,396.4,47986505
2020-03-17,395.5,421.85,391.0,401.75,52801408
2020-03-18,407.55,411.0,381.85,386.7,66611520
2020-03-19,379.8,390.45,363.85,374.6,42372001
2020-03-20,380.0,399.75,372.95,393.6,35791593
2020-03-23,385.0,432.0,371.65,377.6,68685029
2020-03-24,389.7,409.75,372.6,377.65,69063324
2020-03-25,378.0,394.7,374.2,376.7,58745446
2020-03-26,384.5,394.1,381.1,386.65,50667703
2020-03-27,397.7,410.65,391.35,408.45,85540488
