sma1,sma2,fwd_returns
1.127882,1.1286635,0.0020852269689355385
1.31073,1.30219,0.003448887791554389
1.127034,1.1287505,0.002881229324511958
1.309003,1.3032685000000002,0.0042674581327755146
1.12638,1.128975,0.0014719443853301595
1.30854,1.3054395,0.011224341354730605
1.125846,1.1293024999999999,0.0004958297179082916
1.308853,1.3075315,-0.0003255725913305918
1.125948,1.1294515,0.0017345439742295632
1.309031,1.3089955,-0.001408749394086417
1.12639,1.1297424999999999,0.001272152234217172
1.310467,1.3107209999999998,0.004300471762510805
1.126894,1.1297965,0.00017646332209864113
1.3106909999999998,1.3113925,-0.007151865753362685
1.128558,1.1299085,0.0006175126590093338
1.31005,1.3112825,-0.01081648487061282
1.12944,1.1296955,-0.006100786401946445
1.31096,1.3118475,0.00592107286764465
1.1301139999999998,1.1294985,0.0013837638376383854
1.3129570000000002,1.312395,0.006039108963872275
1.130296,1.129089,-0.0022853700882261574
1.314481,1.3126055,-0.00019756238412205196
1.129943,1.1284885,-0.0018733242182644716
1.315539,1.312271,0.0006764048701151104
1.129138,1.127759,-0.002543963423854434
1.313816,1.311178,-0.009987316487806375
1.12824,1.127043,-0.00032995353897458113
1.3115620000000001,1.3102075,-0.00440346139683323
1.1270870000000002,1.1265174999999998,-0.000526315789473597
1.309816,1.3094235,0.0024811601349996604
1.1255879999999998,1.125989,-0.0018029114342071884
1.307543,1.309005,0.0003074558032283292
1.12424,1.125567,0.0015289836282514901
1.307287,1.308989,0.008221914860919055
1.122873,1.1257155,0.0004553164895990669
1.3078459999999998,1.308948,-0.004626171785687028
1.12224,1.12584,0.0003747958701063592
1.306906,1.308933,-0.005581801336875913
1.121492,1.125803,0.00036573508291493084
1.305603,1.30928,0.003287802023499653
1.1214110000000002,1.1258535,0.00364709659009832
1.304333,1.309407,5.372176729268041e-05
1.121286,1.1256145,-0.0022655993176547984
1.303117,1.309328,0.0010974000061392264
1.121649,1.1253935,0.0017987853746284088
1.303269,1.3085425000000002,0.00040628281883603456
1.122085,1.1251625,0.000320000000000098
1.3039969999999999,1.3077795,1.5325200760196722e-05
1.1230200000000001,1.1250535,0.003909859955925077
1.304607,1.3072115,0.0015631465219989593
1.123977,1.1247825,-0.0015932587452202052
1.3048950000000001,1.306219,-0.00215744778517335
1.124755,1.1244975,-7.092450086887414e-05
1.303975,1.305631,-0.001058055018860915
1.124957,1.123915,-0.0046547505053728955
1.303164,1.305505,-0.003822242689385247
1.125144,1.123692,0.00024050666737918114
1.303128,1.305017,0.00035441321498996814
1.125144,1.123692,0.0
1.302769,1.304186,0.0008009981669465649
1.12536,1.123426,0.0006233858758570854
1.3022170000000002,1.303275,-0.001431407858890843
1.124731,1.123071,-0.0038803844784620622
1.301046,1.3020815,-0.0036684238108450895
1.123839,1.1225625,-0.004628140523926905
1.2994219999999999,1.3013455,-0.0030940594059406523
1.122523,1.1220860000000001,-0.0019927113440928457
1.2975759999999998,1.3007865,-0.001707014276846719
1.121102,1.1215935,-0.0006205928910633096
1.295632,1.3001195,0.0008238768848127798
1.119578,1.121299,0.0030328938487154122
1.294254,1.2995745,0.0022055511548078055
1.118542,1.1212594999999999,0.0027635215159886872
1.293228,1.2986015,0.0016582719876017116
1.117627,1.121191,0.0010110952040085497
1.2937370000000001,1.2984505,0.008022341873994199
1.117074,1.1210155000000002,-0.001457009287316846
1.294082,1.298605,-0.0009055955057906129
1.116138,1.120641,-0.003186823023901164
1.2940399999999999,1.2984045,-0.002173862946774685
1.115486,1.1204230000000002,0.0031790505953983583
1.295101,1.298659,0.007059276366435663
1.115228,1.1199795,-0.00037598023418183857
1.296219,1.2986325,-0.00320294762913087
1.1156510000000002,1.119745,0.001459710207225129
1.297213,1.2983175,-0.004018466540897769
1.116203,1.1193629999999999,-0.0008316268588647313
1.298229,1.2979025,-0.0015245545682737172
1.11723,1.1191659999999999,0.003633564831388325
1.299376,1.297504,0.0018276319442300792
1.118,1.118789,0.0007133812487738478
1.2997379999999998,1.2969959999999998,-0.0038564269934492357
1.118252,1.1183969999999999,-0.0018712908342393142
1.299515,1.2963715,-0.002866812969431032
1.1181590000000001,1.117893,-0.0020712066564297915
1.2974780000000001,1.2956075,-0.0060213420540758955
1.118113,1.1175935,-0.0010377527285739818
1.2951739999999998,1.2946280000000001,-0.0030016216553360175
1.118312,1.117225,-0.0009940535893393498
1.2924200000000001,1.29323,-0.005731981013301524
1.118112,1.116799,-0.0004033956953197748
1.2887499999999998,1.2919254999999998,7.86497412419429e-06
1.117866,1.116547,-0.0007891810453060089
1.2852059999999998,1.2907125000000002,-0.0023044192942028863
1.117525,1.116588,0.0006103033566682292
1.281576,1.2893945,-0.004808677692465402
1.116861,1.116532,-0.0037313432835818228
1.277954,1.2880915000000002,-0.0015050220208485676
1.116456,1.116843,0.005987107461826513
1.274517,1.2869465,0.0033477715899536964
1.1161059999999998,1.117053,0.001208194241835825
1.271779,1.2857584999999998,0.0015655144058950299
1.115688,1.11697,-0.0024849828375288485
1.26925,1.2843825,-0.0012788733283861653
1.1151520000000001,1.1166555,-0.0031363693388534175
1.267103,1.2822905,-0.0031222334640191862
1.11465,1.1163815000000001,-0.000737118406385795
1.265034,1.280104,-0.0024342475637701977
1.114349,1.1163305000000001,0.0008096291898311847
1.263478,1.277949,-0.001748668627295058
1.114444,1.116278,0.0031549994606836496
1.262437,1.2755935,0.004108607373198625
1.115289,1.1165775,0.0059317401861958
1.2620069999999999,1.2736065,0.0025216881036587147
1.115999,1.116762,-0.0005968022090588887
1.262575,1.2720755,0.0030690375245208124
1.116945,1.116903,-0.0016043066721331822
1.263211,1.2705825000000002,-0.0009620540642842901
1.1177219999999999,1.117089,0.004427859808245227
1.263624,1.2690705,0.0015707632804484728
1.118751,1.1174285,0.00343957196437783
1.263482,1.2676305,-0.0028134826501904353
1.12017,1.1179290000000002,0.0009920195569568246
1.263677,1.2664635,0.0013830493472009042
1.1217510000000002,1.1184515,-0.0016635254351268225
1.264376,1.2657395,0.0008602523933167738
1.123275,1.1189625,-0.0012319964546864126
1.265192,1.265113,-0.0014982336613676983
1.124048,1.1191985,-0.005865857338089864
1.265406,1.264442,-0.006491557815930249
1.124484,1.119464,0.00012497210444095685
1.264624,1.2635305,-0.0038154589679184614
1.1240350000000001,1.1196620000000002,-0.0019903783503958383
1.263262,1.2626344999999999,-0.00209058121349448
1.12371,1.1198545,0.0005097660442154872
1.2618779999999998,1.2622265,0.0029265484319775936
1.1239560000000002,1.1204505,0.003495034548103515
1.261516,1.2623635,0.0071754313231495725
1.1242729999999999,1.1209975,0.005050595026010463
1.261055,1.2623395,0.0007915901462858255
1.1242729999999999,1.1209975,0.0
1.261973,1.2627275,0.008083652355491022
1.1250440000000002,1.1218975,0.007453625333463387
1.262348,1.2630125,-0.0028874068262062513
1.125473,1.1228215,-0.002023365472587968
1.2622520000000002,1.263314,-0.002848554476637122
1.126124,1.1239375,0.00029971262847983127
1.262254,1.2637230000000002,-0.0007260101010102549
1.126917,1.125096,2.6437308329407827e-05
1.263068,1.264237,-7.89714755030646e-05
1.1284,1.126224,0.00025555389102827064
1.264398,1.2645110000000002,0.0002843197649624596
1.129173,1.1268285,-0.006131726398139192
1.265657,1.2644594999999998,-0.002629210289450068
1.130109,1.1270719999999999,-0.0005318583129453325
1.26607,1.263974,-0.0037998432564656515
1.130925,1.1273175,-0.0005587484035760593
1.265314,1.263415,-0.002137618105386818
1.131394,1.127675,0.00039045514646507407
1.264575,1.262815,0.0009317363743508444
1.130639,1.127456,-0.005827929710022772
1.261939,1.2619559999999999,-0.00696162750916951
1.129038,1.127041,-4.461258431764925e-05
1.259858,1.261103,0.0014982293652956447
1.1275309999999998,1.1265020000000001,-0.0012135164315478786
1.257536,1.259894,-0.004823961408308874
1.126075,1.1260995,0.0007593692768124161
1.2553459999999999,1.2588,0.00032154857795130276
1.12505,1.1259834999999998,0.003874308159257156
1.253745,1.2584065,0.004652919526189958
1.123924,1.126162,-0.0006402617959342383
1.2522950000000002,1.2583465,0.001495796571666208
1.123644,1.1264085,0.0013347333202826661
1.25108,1.2583685,-0.0007827225967221851
1.1229120000000001,1.1265105,-0.004549816940959017
1.249205,1.2576375,-0.009112272792671905
1.122221,1.126573,-0.00019639350116062992
1.247458,1.256386,-0.0011374086443056708
1.12154,1.126467,0.0004821514669905991
1.2460460000000002,1.2553105,0.0036503129416516344
1.1215,1.1260695,-0.00014279084710688839
1.2459959999999999,1.2539675,0.003918665561608137
1.1215,1.1260695,0.0
1.246035,1.2529465,0.0022121765894007606
1.1214920000000002,1.1252650000000002,0.0002409939662251226
1.246194,1.251865,-0.003862763915546963
1.121017,1.124274,-0.005380901814158068
1.2459360000000002,1.250641,-0.0030267267194938885
1.120267,1.123171,-0.0017046474071416018
1.245191,1.249468,0.0007408600418747913
1.118827,1.1219385000000002,-0.0023007099847219825
1.244359,1.2483270000000002,0.000804686494142004
1.117565,1.1207445,0.0009548345253751478
1.243017,1.2470485,-0.004888560126073416
1.116163,1.1199035,8.999280057597758e-05
1.241175,1.24519,-0.01325102614653706
1.115464,1.1191879999999998,0.0017187078196707617
1.238545,1.2430014999999999,-0.0076070223707049855
